content,score,score_reanotado_gemini,sentiment
"A shopp é maravilhosa eu amo comprar por lá,sempre resolve quando algo sai errado ! Eu super recomendo. Edt:muito decepcionada com as entregas,que era tão boa e rápidas,agora estão pécimas muito ruim mesmo,a encomenda fica dias em um ponto de coleta,estou muito insatisfeita com a plataforma!",1,3,2
"Uso a vários anos e tenho até máquina de cartão de crédito.... cheguei a ter ótimos benefícios com o mercado pontos, cheguei até avançado 4. E agora não tem nenhum benefício, simplesmente por eu morar na região norte, e como se não bastasse a falta de respeito com o consumidor, ainda inventaram uma forma de diminuir seus pontos a cada mês.. É assim mesmo, quando algo fica grande, até chegar um concorrente a altura. E voltaram a valorizar o cliente.",4,2,1
"Tudo que eu peço chega logo, independente do endereço, e quando a algum problema com o produto ou entrega, eles procuram entrar em contato para resolver e dão o reembolso, recomendo, pois os preços e entregas são bons. Só precisa ler bem as avaliações antes de comprar para ter certeza.",5,4,3
"O aplicativo está cada vez melhor as entregas estão cada vez mais rápidas e as variedades de coisas estão cada vez maior, nunca tive nenhum problema, pelo contrário, já fiz várias compras e sempre chegaram em perfeito estado, idêntico aos anúncios e quando precisei devolver alguma compra o processo foi bem simples.",5,5,4
Um ótimo app de vendas nunca tive problemas com a Amazon tem várias contra medidas por itens quebrados ou perda do item ou até mesmo roubo indico bastante as entregas chegam rápido tbm nada pra falar mal só otimizar um pouco deixar mais agradável ter o modo escuro mais simples a interface,5,4,3
"Muito legal, dá pra comprar muitas coisas por preços absurdos de baratos. Porém quando chega na quarta caixinha ela não abri, já estou a 5 minutos tentando abrir e não abri coração partido",3,3,2
"Shoppe era maravilhosa, amava comprar, a maioria das minhas compras era pelo aplicativo, mas infelizmente está deixando a desejar agora, para finalizar sua compra com frete grátis só pode escolher produtos de três vendedores diferentes, se escolher mais produtos de vendedores diferentes é cobrado o frete, e agora pra ajudar se você vai parcelar no cartão é cobrado juros e que juros, muito alto sem condições. Era maravilhosa agora está ruim. Espero que melhorem a política da empresa, q era boa!",1,2,1
"Não tenho nenhum problema com minhas compras, porém o app tem apresentado bugs na parte de vídeos curtos. Quando eu paro de assistir a algum vídeo e vou pra outra área do app o áudio do vídeo permanece tocando mesmo eu já tendo saído do vídeo. Na verdade enquanto eu digito este texto (em outro aplicativo) o áudio continua e em loop!",3,2,1
"Mercado Livre é bom, porém o Correio não faz entrega em alguma áreas Por que são consideradas de risco, daí a pessoa tem que se deslocar até uma agência mais próxima, gastar com condução, fica complicado, porque nem sempre o frete sai grátis, ainda tem que gastar o dinheiro de passagem para ir buscar mercadoria, se ainda tivesse opção e marcar para receber encomenda próximo a sua casa mais não, fora que as filas do Correio são imensas! Mesmo com a pandemia.",3,2,1
"• Melhorou muito; • Suporte técnico excelente. Empáticos, simpáticos, educados e eficazes! ■ Para melhorias: 1) Ao encomendar-se, dão 2 dias caso queiras adicionar mais compras a cesta. Tiinha de haver uma pergunta antes ""De certeza que deseja adicionar este artigo a sua encomenda: sim x não?""; 2) ""Eliminei"" um artigo que encomendei das minhas avaliações. Tinha de ter um local de recuperar, para re-avaliar;",4,4,3
"4 estrelas, só por uma opção que peço.. em poder marcar mais de um produto no carrinho, na mesma compra. Por ex: hoje eu estava vendo uma panela de pressão pesquisando por esse nome. Quando cliquei em um que gostei, na hora de adicionar no carro tinha que escolher a de 3 litros ou a de 4, sendo que eu queria as duas. Seria bem mais prático poder marcar as duas, do que voltar adc no carro de novo, só que a outra ? Certo ?. Gratidão!",4,3,2
"É um bom aplicativo, porque te beneficia comprar várias coisas de lugares diferentes, e ainda tem também os cupons de frete grátis que ajudam muito a poder economizar dinheiro nas compras, e também há não pagar a entrega e sim só o produto, mas o único problema que é bem ruim, que demorar muito pra entregar o produto, por isso dou 3 estrelas se não fosse pela entregar daria um 4.5.",3,3,2
"Gosto de comprar na Temu, as compras vêm rápidas e tem coisas muito úteis e giras, mas ter que gastar uma certa quantia para fazer encomendas e essa quantia vai aumentando, de 15 passou para 20 euros, não gostei!! Outra coisa que não gosto é enviarem emails constantemente a dizer que ganho prémios mas só os recebo se gastar uma quantia expecifica que por vezes é bastante alta.",4,3,2
"O app é bom, porém não recomendo assinar via cartão de débito. Acredito que para quem quer assinar o Premium, a melhor forma e pagar o boleto anual. Os produtos são bons, chega certinho eles dão assistência, porém quando o cartão está vinculado, aparece diversas cobranças extras de serviços jamais contratados, comigo já aconteceu diversas vezes, mas das últimas foram seguidas por dois meses, então achei melhor cancelar o Premium, já tem uns 4 dias que estou esperando meu reembolso, até agora nd",2,2,1
Boa tarde Gosto muito do aplicativo. Todas as vezes que eu ligo me dão uma atenção fora de série . Sou cliente a muito tempo da Amazon .,5,5,4
"eu não vou mentir rosto chorando de rir rosto chorando de rir eu achei que tinha caído em um golpe pois os produtos são muito baratos e de alta qualidade, mas meu primeiro pedido chegou e estou muito satisfeita com ele rosto risonho com olhos bem abertos falta só o outro chegar agora !",5,5,4
"Fiz uma compra, queria rastrear e acompanhar o processo de entrega, porém, não aparece nada na aba de pedidos,como se eu não tivesse feito nenhuma compra, preciso de resolução.",1,2,1
"Eu era usuário fiel da shoppee, já fiz várias compras por varios anos , porém infelizmente esses últimos meses deixou a deseja , a demora do produto que comprei para sair da casa da pessoa e até o Momento só fica no status seu pedido foi separado, demora, muito eu perdi a vontade de usar o produto q comprei e nem estou animado em continuar comprando pela shopee.",2,2,1
"Falando para shopee"" , vcs deveria resolver sobre as taxas das entregas , ta ficando muito altas para o comprador, por exemplo tem taxa q da 150 200 reais, somente de taxa, poderiam resolver esse problema, só comprei uma vez , e tava tudo otimo, mais pela segunda vez esta vindo taxa muito altas",2,3,2
"O Mercado Livre torna a procura de produtos mais facilitada pela oferta variada e facilidade para pagamento, frete... Gosto e recomendo a ferramenta. Mas...; além de comprador, também já me aventurei como vendedor e vi que o Mercado Pago não é muito confiável. Perdi dinheiro de uma venda para um invasor de conta de SP e o MP nada fez.",4,3,2
"Se o produto chegar corretamente, OK, mas se ocorrer algum problema, já era. Sem suporte, não estão nem aí, não resolvem e o app é programado para criar empecilhos para resolver o problema. NÃO RECOMENDO.",1,1,0
"Excelente App, gostei dos produtos que são oferecidos por lá, gostei da plataforma, com exceção de uma coisa, eu não soube como finalizar minha compra , pois só tinha 2 opções para mim. Boleto ou pagamento a vista, eu queria pagar parcelado no cartão de crédito , Não aparecia. Resumindo, minha conta foi bloqueada. No outro dia estava bloqueada ainda. Eu abri outra conta com meu outro email, fiz tudo certo dessa vez. Mas fui bloqueado. Mesmo assim, amei o App Amazon shopping.",4,3,2
"Na minha opinião o melhor app de compras é a Shopee, realmente os cupons de desconto são verdadeiros, não precisa comprar um monte de coisa para ter um produto ""gratuito"", a gente roda a roleta achando que ganhou alguma coisa, mais na verdade é induzido a comprar mais do que o necessário, as compras também tem que ser mais de R$100 para finalizar.",2,3,2
"A Shein já foi melhor, mas ainda gosto. Algumas coisas poderiam melhorar, principalmente as regras de avaliações. Só é possível reportar quando a imagem não condiz com o produto, mas e quando o texto só tem letras de música, receitas e textos sem sentido? N tem uma opção pra reportar esses casos. Outro problema é o comentário antes de receber o produto, isso é totalmente irritante, essa função tinha q ser tirada. E as ofertas relâmpagos já foram melhores, só tem produtos repetidos já faz meses.",4,3,2
"Estou muito decepcionada com a shopee, fiz um pedido que foi postado no mesmo dia e simplesmente o pedido ficou indo pra várias cidades, chegou no meu estado,em uma cidade próxima inclusive, ficou mais de semana no ""centro logístico"", e simplesmente mandaram pra outros 2 estados pra depois mandarem pra minha cidade. Já fazem dois dias que o pedido está no ""centro logístico"" da minha cidade e simplesmente adiaram e mudaram a estimativa do tempo de entrega pela segunda vez.",1,2,1
"O site em si é bom, mas o mini jogos são manipulados está faltando 1 real pra mim ganhar o suposto prêmio grátis. já reguei as plantas mais de 100 vezes , mas água nunca é suficiente, no começo com pouca água se chegava a 100% agora uso litros e litros de água e não chega nem a 90% da rega.",3,2,1
"Bons materiais no fundamental nas por vezes os tamanhos não estão de acordo com as medidas referidas. Já fiquei várias vezes insatisfeita por isso é tive mesmo necessidade de oferecer os artigos p não perder tempo e dinheiro na devolução , correndo o risco de voltar a não ficar satisfeita. Também as ofertas que mencionam nem sempre são reais porque quanfo fazemos uma lista de compras baseados nas promoções, a conta total dos artigos existentes no carrinho,é sempre superior ao valor das promoções",4,2,1
"Tem de tudo um pouco... Às vezes o mesmo produto tem preço mais ""salgado"" do que em outros sites.",5,3,2
"Estou preferindo a Shopee ao Mercado Livre, porque consigo comprar 80% dos produtos sem pagamento de frete. E quando tenho algum problema com um determinado produto, entro em contato e imediatamente eles aprovaram a devolução, e o estorno do valor pago. E a diversidade de produtos também está excelente, sem contar a entrega que é sempre dentro do prazo estipulado. Estão de parabéns!!",5,5,4
"Muito bom o app. Pontual é seguro, mas deveria ter uma opção de avaliar as agencias de carro, porque comprei um carro pelo anuncio desse app é estaou tendo muito problemas e a agência não resolve. ""G motors nota ""0""",5,3,2
"O aplicativo é até bom mas devia colocar mais cupons de descontos nos fretes, as vezes o produto é até barato mas com o valor do frete triplica o preço, e não estou falando nem de produtos internacionais.",3,3,2
"Estou decepcionado com shopee em relação a política de entrega fiz uma boa compra mais não recebi nem um produto. O entregador deveria ter feito um esforço, o entregador sugeriu deixar a mercadoria no local de referência, sendo que o endereço de entrega estava próximo 20 metros pra frente. O endereço era área urbana muito descaso em relação a entrega.",1,2,1
